reg;jour;P_f;P_h;P;T_f;T_h;T;cl_age90
06;2020-05-13;0;0;0;0;0;0;89
06;2020-05-13;0;0;0;0;0;0;90
06;2020-05-13;2;7;9;12;12;24;0
07;2020-05-13;0;0;0;0;0;0;09
07;2020-05-13;0;0;0;0;0;0;19
07;2020-05-13;0;0;0;0;0;0;29
07;2020-05-13;0;0;0;0;0;0;39
07;2020-05-13;0;0;0;0;0;0;49
07;2020-05-13;0;0;0;0;0;0;59
07;2020-05-13;0;0;0;0;0;0;69
07;2020-05-13;0;0;0;0;0;0;79
07;2020-05-13;0;0;0;0;0;0;89
07;2020-05-13;0;0;0;0;0;0;90
07;2020-05-13;0;0;0;0;0;0;0
08;2020-05-13;0;0;0;0;0;0;09
08;2020-05-13;0;0;0;0;0;0;19
08;2020-05-13;0;0;0;0;0;0;29
08;2020-05-13;0;0;0;1;0;1;39
08;2020-05-13;0;0;0;0;0;0;49
08;2020-05-13;0;0;0;0;0;0;59
08;2020-05-13;0;0;0;0;0;0;69
08;2020-05-13;0;0;0;0;0;0;79
08;2020-05-13;0;0;0;0;0;0;89
08;2020-05-13;0;0;0;0;0;0;90
08;2020-05-13;0;0;0;1;0;1;0
11;2020-05-13;2;3;5;94;126;225;09
11;2020-05-13;5;3;8;160;124;287;19
11;2020-05-13;18;11;29;588;403;994;29
11;2020-05-13;20;14;34;684;563;1251;39
11;2020-05-13;21;14;35;698;510;1208;49
11;2020-05-13;15;20;35;682;580;1263;59
11;2020-05-13;12;23;37;454;443;904;69
11;2020-05-13;9;17;26;321;334;660;79
11;2020-05-13;23;9;32;406;229;636;89
11;2020-05-13;36;5;41;327;77;404;90
11;2020-05-13;161;119;282;4472;3431;7938;0
24;2020-05-13;0;0;0;19;19;40;09
24;2020-05-13;1;0;1;22;26;49;19
24;2020-05-13;4;1;5;105;83;189;29
24;2020-05-13;3;2;5;104;94;198;39
24;2020-05-13;2;1;3;113;87;201;49
24;2020-05-13;2;2;4;111;102;214;59
24;2020-05-13;3;0;3;81;61;142;69
24;2020-05-13;0;3;3;53;63;116;79
24;2020-05-13;0;3;3;57;46;103;89
24;2020-05-13;3;0;3;42;19;61;90
24;2020-05-13;18;12;30;716;605;1327;0
27;2020-05-13;0;0;0;32;27;62;09
27;2020-05-13;1;0;1;35;30;66;19
27;2020-05-13;0;1;1;128;64;192;29
27;2020-05-13;1;0;1;148;95;243;39
27;2020-05-13;1;2;3;192;89;281;49
27;2020-05-13;0;0;0;216;105;321;59
27;2020-05-13;1;2;3;141;120;262;69
27;2020-05-13;4;1;5;82;83;166;79
27;2020-05-13;2;0;2;140;82;223;89
27;2020-05-13;0;3;3;87;28;115;90
27;2020-05-13;11;9;20;1222;729;1958;0
28;2020-05-13;0;0;0;29;36;67;09
28;2020-05-13;2;1;3;49;30;79;19
28;2020-05-13;1;4;5;97;75;172;29
28;2020-05-13;1;1;2;118;87;205;39
28;2020-05-13;2;1;3;105;83;188;49
28;2020-05-13;3;4;7;114;76;190;59
28;2020-05-13;0;0;0;76;73;149;69
28;2020-05-13;1;1;2;57;68;125;79
28;2020-05-13;3;2;5;67;42;110;89
28;2020-05-13;7;2;9;49;21;70;90
28;2020-05-13;21;16;37;773;597;1373;0
32;2020-05-13;0;0;0;56;31;87;09
32;2020-05-13;2;0;2;53;68;122;19
32;2020-05-13;4;0;4;188;107;295;29
32;2020-05-13;9;4;13;235;142;377;39
32;2020-05-13;1;8;9;239;163;402;49
32;2020-05-13;1;4;5;214;142;357;59
32;2020-05-13;6;8;14;149;164;313;69
32;2020-05-13;4;5;9;124;100;225;79
32;2020-05-13;7;5;12;198;80;279;89
32;2020-05-13;4;3;7;141;51;192;90
32;2020-05-13;40;38;78;1610;1054;2668;0
44;2020-05-13;2;2;4;57;49;106;09
44;2020-05-13;4;2;6;64;83;148;19
44;2020-05-13;10;6;16;276;214;491;29
44;2020-05-13;13;7;20;318;209;527;39
44;2020-05-13;10;2;12;329;254;583;49
44;2020-05-13;17;9;26;360;265;625;59
44;2020-05-13;7;10;17;270;259;530;69
44;2020-05-13;4;7;11;220;211;432;79
44;2020-05-13;19;8;27;341;162;503;89
44;2020-05-13;9;4;13;240;66;307;90
44;2020-05-13;95;57;152;2487;1778;4270;0
52;2020-05-13;0;0;0;41;41;90;09
52;2020-05-13;0;0;0;47;43;92;19
52;2020-05-13;3;0;3;101;85;191;29
52;2020-05-13;1;0;1;162;104;271;39
52;2020-05-13;4;0;4;160;108;275;49
52;2020-05-13;1;0;1;123;80;204;59
52;2020-05-13;1;1;2;68;52;121;69
52;2020-05-13;2;1;3;67;43;112;79
52;2020-05-13;4;1;5;79;56;139;89
52;2020-05-13;2;0;2;93;33;127;90
52;2020-05-13;18;3;21;947;650;1634;0
53;2020-05-13;2;0;2;29;29;62;09
53;2020-05-13;1;0;1;31;26;60;19
53;2020-05-13;0;0;0;77;60;138;29
53;2020-05-13;1;1;2;95;52;147;39
53;2020-05-13;0;1;1;85;62;147;49
53;2020-05-13;2;0;2;78;54;132;59
53;2020-05-13;0;1;1;41;51;92;69
53;2020-05-13;0;0;0;40;47;87;79
53;2020-05-13;1;0;1;47;25;72;89
53;2020-05-13;0;0;0;40;13;53;90
53;2020-05-13;7;3;10;566;424;998;0
75;2020-05-13;0;0;0;67;66;135;09
75;2020-05-13;1;0;1;83;79;163;19
75;2020-05-13;6;4;10;244;142;388;29
75;2020-05-13;2;3;5;303;167;470;39
75;2020-05-13;8;3;11;340;182;523;49
75;2020-05-13;5;0;5;279;157;436;59
75;2020-05-13;1;0;1;128;134;264;69
75;2020-05-13;1;0;1;109;104;213;79
75;2020-05-13;0;1;1;186;110;296;89
75;2020-05-13;2;0;2;199;73;272;90
75;2020-05-13;26;11;37;1939;1219;3166;0
76;2020-05-13;0;0;0;67;66;137;09
76;2020-05-13;0;0;0;93;93;190;19
76;2020-05-13;4;8;12;264;164;429;29
76;2020-05-13;2;4;6;325;213;538;39
76;2020-05-13;5;2;7;339;213;552;49
76;2020-05-13;5;1;6;336;225;561;59
76;2020-05-13;0;1;1;246;222;468;69
76;2020-05-13;2;3;5;205;196;401;79
76;2020-05-13;7;0;7;292;159;451;89
76;2020-05-13;10;2;12;239;74;313;90
76;2020-05-13;35;22;57;2415;1629;4053;0
84;2020-05-13;0;0;0;62;96;159;09
84;2020-05-13;3;0;3;112;104;217;19
84;2020-05-13;5;1;6;292;183;477;29
84;2020-05-13;2;1;3;376;232;609;39
84;2020-05-13;4;2;6;360;214;575;49
84;2020-05-13;5;4;9;346;242;588;59
84;2020-05-13;2;2;4;221;216;438;69
84;2020-05-13;4;4;8;211;160;371;79
84;2020-05-13;5;2;7;224;152;376;89
84;2020-05-13;8;2;10;165;58;223;90
84;2020-05-13;39;18;57;2371;1662;4040;0
93;2020-05-13;1;1;2;37;47;85;09
93;2020-05-13;0;1;1;73;82;157;19
93;2020-05-13;6;3;9;317;210;529;29
93;2020-05-13;6;3;9;394;250;647;39
93;2020-05-13;3;4;7;504;243;751;49
93;2020-05-13;7;3;10;529;318;853;59
93;2020-05-13;2;4;6;326;268;602;69
93;2020-05-13;8;6;14;191;210;408;79
93;2020-05-13;8;8;16;315;164;489;89
93;2020-05-13;6;5;11;285;71;357;90
93;2020-05-13;48;38;86;2985;1865;4895;0
94;2020-05-13;0;0;0;1;4;5;09
94;2020-05-13;0;0;0;10;1;11;19
94;2020-05-13;1;0;1;40;16;56;29
94;2020-05-13;2;2;4;54;43;97;39
94;2020-05-13;0;0;0;33;23;56;49
94;2020-05-13;0;0;0;37;23;60;59
94;2020-05-13;0;1;1;22;18;40;69
94;2020-05-13;0;0;0;11;13;24;79
94;2020-05-13;0;0;0;5;5;10;89
94;2020-05-13;0;0;0;1;1;2;90
94;2020-05-13;3;3;6;214;149;363;0
01;2020-05-14;0;0;0;2;1;3;09
01;2020-05-14;0;0;0;1;4;6;19
01;2020-05-14;0;0;0;6;3;11;29
01;2020-05-14;0;0;0;5;9;17;39
01;2020-05-14;0;0;0;7;3;13;49
01;2020-05-14;0;0;0;4;5;10;59
01;2020-05-14;0;0;0;3;3;7;69
01;2020-05-14;0;0;0;2;4;6;79
01;2020-05-14;0;0;0;1;0;1;89
01;2020-05-14;0;0;0;0;0;0;90
01;2020-05-14;0;0;0;31;32;74;0
02;2020-05-14;0;0;4;4;5;17;09
02;2020-05-14;0;0;0;12;10;22;19
02;2020-05-14;0;0;0;24;27;51;29
02;2020-05-14;0;0;0;12;10;22;39
02;2020-05-14;0;0;0;7;12;19;49
02;2020-05-14;0;0;0;22;9;31;59
02;2020-05-14;0;0;0;15;13;28;69
02;2020-05-14;0;0;0;1;3;4;79
02;2020-05-14;0;0;0;1;1;2;89
02;2020-05-14;0;0;0;1;1;2;90
02;2020-05-14;0;0;4;108;106;222;0
03;2020-05-14;0;0;0;0;0;0;09
03;2020-05-14;0;0;0;0;0;0;19
03;2020-05-14;0;0;0;0;0;0;29
03;2020-05-14;0;0;0;0;0;0;39
03;2020-05-14;0;0;0;0;0;0;49
03;2020-05-14;0;0;0;1;0;1;59
03;2020-05-14;0;0;0;1;0;1;69
03;2020-05-14;0;0;0;0;0;0;79
03;2020-05-14;0;0;0;0;0;0;89
03;2020-05-14;0;0;0;0;0;0;90
03;2020-05-14;0;0;0;2;0;2;0
04;2020-05-14;0;0;0;5;2;7;09
04;2020-05-14;0;0;0;5;12;17;19
04;2020-05-14;0;0;0;13;14;28;29
04;2020-05-14;0;0;0;19;19;38;39
04;2020-05-14;0;0;0;22;13;35;49
04;2020-05-14;0;0;0;21;24;45;59
04;2020-05-14;1;0;1;18;25;43;69
04;2020-05-14;0;0;0;16;7;23;79
04;2020-05-14;0;0;0;6;4;10;89
04;2020-05-14;0;0;0;1;1;2;90
04;2020-05-14;1;0;1;126;121;248;0
05;2020-05-14;0;0;0;0;0;0;09
05;2020-05-14;0;0;0;0;0;0;19
05;2020-05-14;0;0;0;0;0;0;29
05;2020-05-14;0;0;0;0;0;0;39
05;2020-05-14;0;0;0;0;0;0;49
05;2020-05-14;0;0;0;0;0;0;59
05;2020-05-14;0;0;0;0;0;0;69
05;2020-05-14;0;0;0;0;0;0;79
05;2020-05-14;0;0;0;0;0;0;89
05;2020-05-14;0;0;0;0;0;0;90
05;2020-05-14;0;0;0;0;0;0;0
06;2020-05-14;0;0;0;0;0;0;09
06;2020-05-14;0;0;0;0;0;0;19
06;2020-05-14;1;0;1;7;4;11;29
06;2020-05-14;2;0;2;4;0;4;39
06;2020-05-14;2;1;3;7;3;10;49
06;2020-05-14;1;1;2;1;3;4;59
06;2020-05-14;1;0;1;1;4;5;69
06;2020-05-14;0;0;0;0;0;0;79
06;2020-05-14;0;0;0;0;0;0;89
06;2020-05-14;0;0;0;0;0;0;90
06;2020-05-14;7;2;9;20;14;34;0
07;2020-05-14;0;0;0;0;0;0;09
07;2020-05-14;0;0;0;0;0;0;19
07;2020-05-14;0;0;0;0;0;0;29
07;2020-05-14;0;0;0;0;0;0;39
07;2020-05-14;0;0;0;0;0;0;49
07;2020-05-14;0;0;0;0;0;0;59
07;2020-05-14;0;0;0;0;0;0;69
07;2020-05-14;0;0;0;0;0;0;79
07;2020-05-14;0;0;0;0;0;0;89
07;2020-05-14;0;0;0;0;0;0;90
07;2020-05-14;0;0;0;0;0;0;0
08;2020-05-14;0;0;0;0;0;0;09
08;2020-05-14;0;0;0;0;0;0;19
08;2020-05-14;0;0;0;0;0;0;29
08;2020-05-14;0;0;0;0;0;0;39
08;2020-05-14;0;0;0;0;0;0;49
08;2020-05-14;0;0;0;0;0;0;59
08;2020-05-14;0;0;0;1;0;1;69
08;2020-05-14;0;0;0;0;0;0;79
08;2020-05-14;0;0;0;0;1;1;89
08;2020-05-14;0;0;0;0;0;0;90
08;2020-05-14;0;0;0;1;1;2;0
11;2020-05-14;2;3;5;95;131;228;09
11;2020-05-14;4;9;15;151;176;333;19
11;2020-05-14;18;14;33;620;391;1022;29
11;2020-05-14;26;23;49;745;530;1283;39
11;2020-05-14;19;23;44;740;505;1251;49
11;2020-05-14;29;12;42;738;535;1275;59
11;2020-05-14;9;19;34;486;450;943;69
11;2020-05-14;8;13;21;323;360;684;79
11;2020-05-14;30;14;47;362;223;589;89
11;2020-05-14;27;3;30;322;86;408;90
11;2020-05-14;180;134;331;4718;3481;8256;0
24;2020-05-14;2;0;2;20;34;54;09
24;2020-05-14;0;0;0;44;39;83;19
24;2020-05-14;1;2;3;123;75;198;29
24;2020-05-14;2;1;3;128;71;199;39
24;2020-05-14;3;3;6;113;111;224;49
24;2020-05-14;1;1;2;126;84;210;59
24;2020-05-14;1;1;2;90;73;163;69
24;2020-05-14;3;0;3;66;67;133;79
24;2020-05-14;4;3;7;88;54;142;89
24;2020-05-14;3;2;5;74;30;104;90
24;2020-05-14;20;13;33;875;641;1516;0
27;2020-05-14;1;0;1;32;28;60;09
27;2020-05-14;0;2;2;50;33;84;19
27;2020-05-14;0;1;1;134;82;216;29
27;2020-05-14;2;4;6;177;119;296;39
27;2020-05-14;1;0;1;143;84;227;49
27;2020-05-14;2;0;2;187;115;302;59
27;2020-05-14;0;2;2;116;102;219;69
27;2020-05-14;1;2;3;92;101;193;79
27;2020-05-14;3;5;8;106;73;179;89
27;2020-05-14;5;1;6;89;23;112;90
27;2020-05-14;16;17;33;1143;772;1917;0
28;2020-05-14;0;0;0;33;38;74;09
28;2020-05-14;0;0;0;37;33;70;19
28;2020-05-14;1;0;1;109;59;168;29
28;2020-05-14;3;1;4;119;72;191;39
28;2020-05-14;1;1;2;122;81;203;49
28;2020-05-14;4;2;6;120;78;198;59
28;2020-05-14;0;2;2;79;76;155;69
28;2020-05-14;1;1;2;82;73;155;79
28;2020-05-14;1;4;5;77;49;126;89
28;2020-05-14;2;0;2;40;17;57;90
28;2020-05-14;15;11;26;840;591;1434;0
32;2020-05-14;1;0;1;39;45;85;09
32;2020-05-14;1;1;2;73;52;125;19
32;2020-05-14;5;3;8;272;126;398;29
32;2020-05-14;4;2;6;337;170;508;39
32;2020-05-14;6;4;10;334;170;505;49
32;2020-05-14;11;11;22;304;190;494;59
32;2020-05-14;4;3;7;205;169;374;69
32;2020-05-14;3;3;6;167;136;303;79
32;2020-05-14;12;3;15;280;112;392;89
32;2020-05-14;14;2;16;277;55;332;90
32;2020-05-14;62;34;96;2327;1254;3584;0
44;2020-05-14;0;0;0;46;73;121;09
44;2020-05-14;0;1;1;97;113;211;19
44;2020-05-14;5;7;12;335;203;539;29
44;2020-05-14;9;0;9;356;245;602;39
44;2020-05-14;6;9;15;367;243;610;49
44;2020-05-14;5;10;15;410;300;711;59
44;2020-05-14;5;1;6;275;249;524;69
44;2020-05-14;7;4;11;217;228;445;79
44;2020-05-14;13;13;26;313;184;497;89
44;2020-05-14;12;2;14;234;64;298;90
44;2020-05-14;62;48;110;2670;1921;4597;0
52;2020-05-14;0;0;0;43;44;91;09
52;2020-05-14;1;0;1;59;56;119;19
52;2020-05-14;3;2;5;171;109;287;29
52;2020-05-14;2;1;3;219;93;316;39
52;2020-05-14;2;1;3;208;108;322;49
52;2020-05-14;0;1;1;180;81;263;59
52;2020-05-14;1;0;1;85;58;145;69
52;2020-05-14;1;2;3;56;59;118;79
52;2020-05-14;4;4;8;92;63;159;89
52;2020-05-14;0;0;0;50;23;73;90
52;2020-05-14;14;11;25;1192;712;1941;0
53;2020-05-14;1;1;2;39;67;109;09
53;2020-05-14;1;1;2;38;35;73;19
53;2020-05-14;0;1;1;83;59;142;29
53;2020-05-14;1;1;2;130;99;229;39
53;2020-05-14;2;3;5;90;67;157;49
53;2020-05-14;1;2;3;95;67;162;59
53;2020-05-14;0;1;1;66;50;116;69
53;2020-05-14;0;0;0;50;36;86;79
53;2020-05-14;1;0;1;44;25;69;89
53;2020-05-14;0;0;0;29;13;66;90
53;2020-05-14;7;10;17;668;522;1217;0
75;2020-05-14;0;0;0;58;67;126;09
75;2020-05-14;1;1;2;67;73;141;19
75;2020-05-14;0;0;0;254;116;370;29
75;2020-05-14;2;2;4;258;172;431;39
75;2020-05-14;5;1;6;273;174;448;49
75;2020-05-14;2;1;3;259;134;393;59
75;2020-05-14;2;0;2;127;131;258;69
75;2020-05-14;2;1;3;111;112;223;79
75;2020-05-14;0;0;0;149;107;256;89
75;2020-05-14;2;1;3;142;42;184;90
75;2020-05-14;16;7;23;1711;1138;2853;0
76;2020-05-14;0;0;0;52;93;150;09
76;2020-05-14;0;2;3;106;78;185;19
76;2020-05-14;4;25;29;304;234;540;29
76;2020-05-14;0;5;5;322;206;528;39
76;2020-05-14;3;0;4;375;219;595;49
76;2020-05-14;6;3;10;334;216;553;59
76;2020-05-14;1;3;10;222;223;451;69
76;2020-05-14;2;1;3;218;205;424;79
76;2020-05-14;5;4;12;267;168;438;89
76;2020-05-14;10;2;12;205;61;266;90
76;2020-05-14;31;46;89;2436;1724;4182;0
84;2020-05-14;0;1;1;97;135;234;09
84;2020-05-14;5;5;10;138;118;256;19
84;2020-05-14;9;4;13;375;241;616;29
84;2020-05-14;5;5;10;454;281;735;39
84;2020-05-14;10;3;13;388;250;638;49
84;2020-05-14;4;4;8;436;283;720;59
84;2020-05-14;4;4;8;267;225;493;69
84;2020-05-14;5;8;13;219;186;405;79
84;2020-05-14;12;4;16;259;153;412;89
84;2020-05-14;9;2;11;187;58;245;90
84;2020-05-14;63;40;103;2846;1944;4794;0
93;2020-05-14;1;0;2;54;68;124;09
93;2020-05-14;1;3;4;84;65;151;19
93;2020-05-14;6;2;8;327;203;540;29
93;2020-05-14;4;4;8;389;259;654;39
93;2020-05-14;5;4;9;428;288;723;49
93;2020-05-14;5;4;9;489;335;835;59
93;2020-05-14;5;4;9;303;359;669;69
93;2020-05-14;4;7;11;271;291;571;79
93;2020-05-14;7;7;14;279;198;480;89
93;2020-05-14;17;1;18;223;94;318;90
93;2020-05-14;55;37;93;2899;2176;5133;0
94;2020-05-14;0;0;0;2;1;3;09
94;2020-05-14;0;0;0;12;6;18;19
94;2020-05-14;0;0;0;26;10;36;29
94;2020-05-14;1;0;1;23;13;36;39
94;2020-05-14;0;0;0;31;22;53;49
94;2020-05-14;1;0;1;39;20;59;59
94;2020-05-14;0;0;0;24;23;47;69
94;2020-05-14;0;0;0;15;19;34;79
94;2020-05-14;1;0;1;13;12;25;89
94;2020-05-14;0;0;0;4;2;6;90
94;2020-05-14;3;0;3;190;130;320;0
01;2020-05-15;0;0;0;1;0;1;09
01;2020-05-15;0;0;0;2;2;4;19
01;2020-05-15;0;0;0;11;7;19;29
01;2020-05-15;0;0;0;5;7;12;39
01;2020-05-15;0;0;0;2;2;4;49
01;2020-05-15;0;0;0;4;5;9;59
01;2020-05-15;0;0;0;10;5;15;69
01;2020-05-15;0;0;0;3;6;9;79
01;2020-05-15;0;0;0;3;3;6;89
01;2020-05-15;0;0;0;0;0;0;90
01;2020-05-15;0;0;0;41;37;79;0
02;2020-05-15;0;0;0;1;2;3;09
02;2020-05-15;0;0;0;3;3;6;19
02;2020-05-15;0;0;0;20;14;34;29
02;2020-05-15;0;0;0;10;9;19;39
02;2020-05-15;0;0;0;10;8;18;49
02;2020-05-15;0;0;0;9;15;24;59
02;2020-05-15;0;0;0;9;8;17;69
02;2020-05-15;0;0;0;11;5;16;79
02;2020-05-15;0;0;0;5;2;7;89
02;2020-05-15;0;0;0;1;2;3;90
02;2020-05-15;0;0;0;79;68;147;0
03;2020-05-15;0;0;0;0;0;0;09
03;2020-05-15;0;0;0;0;1;1;19
03;2020-05-15;0;0;0;0;0;0;29
03;2020-05-15;0;0;0;0;1;1;39
03;2020-05-15;0;0;0;0;0;0;49
03;2020-05-15;0;0;0;0;0;0;59
03;2020-05-15;0;0;0;0;1;1;69
03;2020-05-15;0;0;0;0;1;1;79
03;2020-05-15;0;0;0;0;0;0;89
03;2020-05-15;0;0;0;0;0;0;90
03;2020-05-15;0;0;0;0;4;4;0
04;2020-05-15;0;0;0;5;4;9;09
04;2020-05-15;1;0;1;19;13;33;19
04;2020-05-15;0;0;0;49;36;85;29
04;2020-05-15;0;0;0;45;32;77;39
04;2020-05-15;0;0;0;34;39;73;49
04;2020-05-15;0;0;0;38;33;71;59
04;2020-05-15;0;0;0;51;42;93;69
04;2020-05-15;0;0;0;26;24;50;79
04;2020-05-15;0;0;0;15;12;27;89
04;2020-05-15;0;0;0;1;0;1;90
04;2020-05-15;1;0;1;283;235;519;0
05;2020-05-15;0;0;0;0;0;0;09
05;2020-05-15;0;0;0;0;0;0;19
05;2020-05-15;0;0;0;0;0;0;29
05;2020-05-15;0;0;0;0;0;0;39
05;2020-05-15;0;0;0;0;0;0;49
05;2020-05-15;0;0;0;0;0;0;59
05;2020-05-15;0;0;0;0;0;0;69
05;2020-05-15;0;0;0;0;1;1;79
05;2020-05-15;0;0;0;0;0;0;89
05;2020-05-15;0;0;0;0;0;0;90
05;2020-05-15;0;0;0;0;1;1;0
06;2020-05-15;0;0;0;0;1;3;09
06;2020-05-15;0;0;0;0;0;0;19
06;2020-05-15;0;0;0;3;1;4;29
06;2020-05-15;2;5;7;7;10;17;39
06;2020-05-15;1;1;2;6;5;11;49
06;2020-05-15;1;1;2;4;1;5;59
06;2020-05-15;0;1;1;0;4;4;69
06;2020-05-15;0;0;0;0;0;0;79
06;2020-05-15;0;0;0;0;0;0;89
06;2020-05-15;0;0;0;0;0;0;90
06;2020-05-15;4;8;12;20;22;44;0
07;2020-05-15;0;0;0;0;0;0;09
07;2020-05-15;0;0;0;0;0;0;19
07;2020-05-15;0;0;0;0;0;0;29
07;2020-05-15;0;0;0;0;0;0;39
07;2020-05-15;0;0;0;0;0;0;49
07;2020-05-15;0;0;0;0;0;0;59
07;2020-05-15;0;0;0;0;0;0;69
07;2020-05-15;0;0;0;0;0;0;79
07;2020-05-15;0;0;0;0;0;0;89
07;2020-05-15;0;0;0;0;0;0;90
07;2020-05-15;0;0;0;0;0;0;0
08;2020-05-15;0;0;0;0;0;0;09
08;2020-05-15;0;0;0;0;0;0;19
08;2020-05-15;0;0;0;1;0;1;29
08;2020-05-15;0;0;0;0;0;0;39
08;2020-05-15;0;0;0;1;0;1;49
08;2020-05-15;0;0;0;1;1;2;59
08;2020-05-15;0;0;0;0;1;1;69
08;2020-05-15;0;0;0;0;0;0;79
08;2020-05-15;0;0;0;0;0;0;89
08;2020-05-15;0;0;0;0;0;0;90
08;2020-05-15;0;0;0;3;2;5;0
11;2020-05-15;1;2;3;165;169;385;09
11;2020-05-15;5;6;11;202;200;412;19
11;2020-05-15;18;16;36;634;488;1126;29
11;2020-05-15;15;15;31;839;588;1438;39
11;2020-05-15;19;13;33;769;587;1359;49
11;2020-05-15;19;16;36;755;643;1406;59
11;2020-05-15;11;14;25;573;498;1075;69
11;2020-05-15;10;12;24;368;382;754;79
11;2020-05-15;31;14;48;392;225;624;89
11;2020-05-15;19;3;24;299;64;365;90
11;2020-05-15;148;111;272;5002;3849;8961;0
24;2020-05-15;3;0;3;29;30;60;09
24;2020-05-15;2;2;4;47;36;84;19
24;2020-05-15;1;1;2;163;151;314;29
24;2020-05-15;7;2;9;181;111;292;39
24;2020-05-15;3;4;7;152;101;253;49
24;2020-05-15;3;2;5;170;107;277;59
24;2020-05-15;3;2;5;108;116;224;69
24;2020-05-15;3;1;4;91;91;182;79
24;2020-05-15;5;3;8;84;67;151;89
24;2020-05-15;4;2;6;66;37;103;90
24;2020-05-15;35;19;54;1094;848;1944;0
27;2020-05-15;0;0;0;39;53;95;09
27;2020-05-15;0;1;1;47;53;100;19
27;2020-05-15;3;2;5;146;106;252;29
27;2020-05-15;5;0;5;184;119;304;39
27;2020-05-15;3;1;4;218;130;348;49
27;2020-05-15;2;3;5;189;138;327;59
27;2020-05-15;1;5;6;134;124;258;69
27;2020-05-15;6;4;10;129;133;262;79
27;2020-05-15;14;3;17;229;112;341;89
27;2020-05-15;7;3;10;232;54;286;90
27;2020-05-15;41;22;64;1550;1024;2579;0
28;2020-05-15;0;0;0;42;69;113;09
28;2020-05-15;0;0;0;69;52;123;19
28;2020-05-15;2;0;2;171;83;254;29
28;2020-05-15;2;1;3;174;113;287;39
28;2020-05-15;3;1;4;159;104;264;49
28;2020-05-15;2;0;2;158;108;266;59
28;2020-05-15;1;1;2;123;115;238;69
28;2020-05-15;1;0;1;90;104;194;79
28;2020-05-15;5;1;6;105;65;170;89
28;2020-05-15;0;2;2;45;28;73;90
28;2020-05-15;17;6;23;1169;869;2043;0
32;2020-05-15;1;1;2;49;62;113;09
32;2020-05-15;2;2;5;106;97;204;19
32;2020-05-15;5;0;5;278;160;438;29
32;2020-05-15;4;0;5;284;211;497;39
32;2020-05-15;2;9;12;303;213;520;49
32;2020-05-15;5;5;10;323;218;541;59
32;2020-05-15;1;3;4;199;161;360;69
32;2020-05-15;6;5;11;152;172;325;79
